title,icon,time,compatible,evaluate,discount,original_price,current_price,detaillink
钢铁指挥官,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/669330/capsule_sm_120_schinese.jpg?t=1742928720,2024 年 9 月 26 日,"[""win""]",good,80,14.50,11.60,https://store.steampowered.com/app/669330/_/?snr=1_7_7_2300_150_2
Easy Red 2: Shanghai - Nanking,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3499380/d5b29846ee2477c18851191f5abd7bcb5d6aa6bd/capsule_sm_120.jpg?t=1743351093,2025 年 3 月 28 日,"[""win"", ""mac"", ""linux""]",good,85,6.50,5.52,https://store.steampowered.com/app/3499380/Easy_Red_2_Shanghai__Nanking/?snr=1_7_7_2300_150_2
猎杀：对决 1896,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/594650/839d792ce3a723210521b47cebecf39f109ff07a/capsule_sm_120_alt_assets_21.jpg?t=1743412689,2019 年 8 月 27 日,"[""win""]",good,50,37.00,18.50,https://store.steampowered.com/app/594650/_1896/?snr=1_7_7_2300_150_2
Aloft,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1660080/748fdedef64a62e6538b42ac95a9e57299d919b7/capsule_sm_120_alt_assets_3.jpg?t=1742065301,2025 年 1 月 15 日,"[""win""]",good,80,22.30,17.84,https://store.steampowered.com/app/1660080/Aloft/?snr=1_7_7_2300_150_2
塑战核心,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421290/223ec34d8ed45634c7be052635377594be7ca35b/capsule_sm_120_schinese.jpg?t=1743190420,2024 年 12 月 5 日,"[""win""]",good,60,22.00,13.20,https://store.steampowered.com/app/1421290/_/?snr=1_7_7_2300_150_3
哈利·波特：魁地奇锦标赛,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878600/1c00b145aaaab51c65299b824e8dee60262d895d/capsule_sm_120.jpg?t=1733419991,2024 年 9 月 3 日,"[""win""]",good,33,39.90,13.16,https://store.steampowered.com/app/2878600/_/?snr=1_7_7_2300_150_3
Rust,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/252490/21aac0b6e20e1ba12f635e7deb730e32a51afbd5/capsule_sm_120.jpg?t=1738927718,2018 年 2 月 9 日,"[""win"", ""mac""]",good,60,40.00,24.00,https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_2300_150_3
Infection Free Zone (无感染区),https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1465460/capsule_sm_120.jpg?t=1742817286,2024 年 4 月 12 日,"[""win""]",good,80,29.99,23.99,https://store.steampowered.com/app/1465460/Infection_Free_Zone/?snr=1_7_7_2300_150_3
Dying Light 2: Stay Human Digital Extras Edition,https://shared.fastly.steamstatic.com/store_item_assets/steam/subs/1150220/3a273958e0bb6a8c5320a3739c6d74154c4d3919/capsule_sm_120_schinese.jpg?t=1738590604,2024 年 9 月 28 日,"[""win""]",good,33,93.00,30.69,https://store.steampowered.com/sub/1150220/?snr=1_7_7_2300_150_3
兽人必须死! 死亡陷阱,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2273980/0f5cb3c8febba884fa2d8089c0a8e807f98a3906/capsule_sm_120.jpg?t=1742922082,2025 年 1 月 28 日,"[""win""]",mid,80,33.00,26.40,https://store.steampowered.com/app/2273980/_/?snr=1_7_7_2300_150_3
Contraband Police,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/756800/5f7bd2fc9a6dfeec747554ae70c07ed2f8d4b077/capsule_sm_120.jpg?t=1740579624,2023 年 3 月 8 日,"[""win""]",good,49,29.99,14.69,https://store.steampowered.com/app/756800/Contraband_Police/?snr=1_7_7_2300_150_3
伊克西翁IXION,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1113120/capsule_sm_120.jpg?t=1733140180,2022 年 12 月 8 日,"[""win""]",good,40,29.00,11.60,https://store.steampowered.com/app/1113120/IXION/?snr=1_7_7_2300_150_3
Spilled!,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2240080/644f9143d83cc37f500943ef759feda213a8a3c8/capsule_sm_120.jpg?t=1743011997,2025 年 3 月 27 日,"[""win"", ""mac""]",good,90,6.50,5.85,https://store.steampowered.com/app/2240080/Spilled/?snr=1_7_7_2300_150_3
黑暗世界：因与果,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376200/848a6321dc75208df354cfee352f5984b705d367/capsule_sm_120_schinese.jpg?t=1743264456,2025 年 3 月 27 日,"[""win""]",good,90,22.00,19.80,https://store.steampowered.com/app/1376200/_/?snr=1_7_7_2300_150_3
The Sims™ 4 City Living,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1235731/capsule_sm_120.jpg?t=1711660625,2020 年 6 月 19 日,"[""win""]",mid,40,49.90,19.96,https://store.steampowered.com/app/1235731/The_Sims_4_City_Living/?snr=1_7_7_2300_150_4
光与影：33号远征队,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1903340/425e89266b6937126d994eb485da4252806e944c/capsule_sm_120_schinese.jpg?t=1741606622,2025 年 4 月 24 日,"[""win""]",good,90,59.90,53.91,https://store.steampowered.com/app/1903340/33/?snr=1_7_7_2300_150_4
